,Orig,con1_arr,con1,con2_arr,con2,Dest,mkt_airline1,mkt_flight1,op_airline1,op_flight1,depDay1,d_time_1,a_time_1,depTime_U1,arrTime_U1,acrt1,distSeg1,mkt_airline2,mkt_flight2,op_airline2,op_flight2,depDay2,d_time_2,a_time_2,depTime_U2,arrTime_U2,acrt2,distSeg2,mkt_airline3,mkt_flight3,op_airline3,op_flight3,depDay3,d_time_3,a_time_3,depTime_U3,arrTime_U3,acrt3,distSeg3,dist,segn,week,depDay,deptime,deptime_U,arrtime,arrtime_U,elaptime,detour,arrDay,stops,dmcc,nLegs,paxe,cluster,OnD,TOT_pax,market_share
0,OTP,BHX,BHX,,,BHD,0B,151.0,0B,151.0,1.0,07:45:00,09:15:00,2019-09-16 04:45:00+00:00,2019-09-16 08:15:00+00:00,735,2217.85,BE,406.0,BE,406.0,1.0,12:05:00,13:15:00,2019-09-16 11:05:00+00:00,2019-09-16 12:15:00+00:00,DH4,364.943,,,,,,,,,,,,2582.79,2.0,201938.0,1.0,07:45:00,2019-09-16 04:45:00+00:00,13:15:00,2019-09-16 12:15:00+00:00,450.0,1.01776,1.0,1.0,,2.0,0.0,1003.0,OTP-BHD,0.0,0.0
1,OTP,BHX,BHX,,,BHD,0B,151.0,0B,151.0,2.0,15:35:00,17:05:00,2019-09-17 12:35:00+00:00,2019-09-17 16:05:00+00:00,735,2217.85,BE,416.0,BE,416.0,2.0,20:00:00,21:10:00,2019-09-17 19:00:00+00:00,2019-09-17 20:10:00+00:00,DH4,364.943,,,,,,,,,,,,2582.79,2.0,201938.0,2.0,15:35:00,2019-09-17 12:35:00+00:00,21:10:00,2019-09-17 20:10:00+00:00,455.0,1.01776,2.0,1.0,,2.0,0.0,1003.0,OTP-BHD,0.0,0.0
2,OTP,BHX,BHX,,,BHD,0B,151.0,0B,151.0,2.0,15:35:00,17:05:00,2019-09-17 12:35:00+00:00,2019-09-17 16:05:00+00:00,735,2217.85,BE,414.0,BE,414.0,2.0,18:45:00,19:55:00,2019-09-17 17:45:00+00:00,2019-09-17 18:55:00+00:00,DH4,364.943,,,,,,,,,,,,2582.79,2.0,201938.0,2.0,15:35:00,2019-09-17 12:35:00+00:00,19:55:00,2019-09-17 18:55:00+00:00,380.0,1.01776,2.0,1.0,,2.0,0.0,1003.0,OTP-BHD,0.0,0.0
3,OTP,BHX,BHX,,,BHD,0B,151.0,0B,151.0,4.0,15:00:00,16:30:00,2019-09-19 12:00:00+00:00,2019-09-19 15:30:00+00:00,735,2217.85,BE,416.0,BE,416.0,4.0,20:00:00,21:10:00,2019-09-19 19:00:00+00:00,2019-09-19 20:10:00+00:00,DH4,364.943,,,,,,,,,,,,2582.79,2.0,201938.0,4.0,15:00:00,2019-09-19 12:00:00+00:00,21:10:00,2019-09-19 20:10:00+00:00,490.0,1.01776,4.0,1.0,,2.0,0.0,1003.0,OTP-BHD,0.0,0.0
4,OTP,BHX,BHX,,,BHD,0B,151.0,0B,151.0,4.0,15:00:00,16:30:00,2019-09-19 12:00:00+00:00,2019-09-19 15:30:00+00:00,735,2217.85,BE,414.0,BE,414.0,4.0,18:45:00,19:55:00,2019-09-19 17:45:00+00:00,2019-09-19 18:55:00+00:00,DH4,364.943,,,,,,,,,,,,2582.79,2.0,201938.0,4.0,15:00:00,2019-09-19 12:00:00+00:00,19:55:00,2019-09-19 18:55:00+00:00,415.0,1.01776,4.0,1.0,,2.0,0.0,1003.0,OTP-BHD,0.0,0.0
5,OTP,BHX,BHX,,,BHD,0B,151.0,0B,151.0,6.0,07:45:00,09:15:00,2019-09-21 04:45:00+00:00,2019-09-21 08:15:00+00:00,733,2217.85,BE,406.0,BE,406.0,6.0,12:05:00,13:15:00,2019-09-21 11:05:00+00:00,2019-09-21 12:15:00+00:00,DH4,364.943,,,,,,,,,,,,2582.79,2.0,201938.0,6.0,07:45:00,2019-09-21 04:45:00+00:00,13:15:00,2019-09-21 12:15:00+00:00,450.0,1.01776,6.0,1.0,,2.0,0.0,1003.0,OTP-BHD,0.0,0.0
6,OTP,BHX,BHX,,,BHD,0B,151.0,0B,151.0,7.0,07:45:00,09:15:00,2019-09-22 04:45:00+00:00,2019-09-22 08:15:00+00:00,735,2217.85,BE,406.0,BE,406.0,7.0,12:05:00,13:15:00,2019-09-22 11:05:00+00:00,2019-09-22 12:15:00+00:00,DH4,364.943,,,,,,,,,,,,2582.79,2.0,201938.0,7.0,07:45:00,2019-09-22 04:45:00+00:00,13:15:00,2019-09-22 12:15:00+00:00,450.0,1.01776,7.0,1.0,,2.0,0.0,1003.0,OTP-BHD,0.0,0.0
7,OTP,GLA,GLA,,,BHD,0B,141.0,0B,141.0,2.0,07:00:00,09:00:00,2019-09-17 04:00:00+00:00,2019-09-17 08:00:00+00:00,738,2486.04,BE,126.0,BE,126.0,2.0,13:00:00,13:45:00,2019-09-17 12:00:00+00:00,2019-09-17 12:45:00+00:00,ER4,166.359,,,,,,,,,,,,2652.4,2.0,201938.0,2.0,07:00:00,2019-09-17 04:00:00+00:00,13:45:00,2019-09-17 12:45:00+00:00,525.0,1.04519,2.0,1.0,,2.0,0.0,1003.0,OTP-BHD,0.0,0.0
8,OTP,GLA,GLA,,,BHD,0B,141.0,0B,141.0,4.0,07:00:00,09:00:00,2019-09-19 04:00:00+00:00,2019-09-19 08:00:00+00:00,733,2486.04,BE,126.0,BE,126.0,4.0,13:15:00,14:00:00,2019-09-19 12:15:00+00:00,2019-09-19 13:00:00+00:00,ER4,166.359,,,,,,,,,,,,2652.4,2.0,201938.0,4.0,07:00:00,2019-09-19 04:00:00+00:00,14:00:00,2019-09-19 13:00:00+00:00,540.0,1.04519,4.0,1.0,,2.0,0.0,1003.0,OTP-BHD,0.0,0.0
9,OTP,GLA,GLA,,,BHD,0B,141.0,0B,141.0,7.0,07:00:00,09:00:00,2019-09-22 04:00:00+00:00,2019-09-22 08:00:00+00:00,735,2486.04,BE,126.0,BE,126.0,7.0,13:15:00,14:00:00,2019-09-22 12:15:00+00:00,2019-09-22 13:00:00+00:00,DH4,166.359,,,,,,,,,,,,2652.4,2.0,201938.0,7.0,07:00:00,2019-09-22 04:00:00+00:00,14:00:00,2019-09-22 13:00:00+00:00,540.0,1.04519,7.0,1.0,,2.0,0.0,1003.0,OTP-BHD,0.0,0.0
